Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price (Rs.),Negotiable,Rs. Per km
Suzuki,Alto,Auto,2016,Automatic,Petrol,Hatchback,650 cc,"78,000 km","Rs 5,485,000",No,
Suzuki,Alto,Auto,2016,Automatic,Petrol,Hatchback,650 cc,"110,000 km","Rs 5,450,000",No,
Toyota,Alphard,Executive Lounge,2025,Automatic,Hybrid,MPV,"2,500 cc",7 km,"Rs 62,500,000",Yes,
Tata,Indica,,2015,Manual,Petrol,Hatchback,"1,200 cc","57,000 km","Rs 2,775,000",Yes,
Mercedes Benz,C200,Avant-Garde AMG Line,2024,Automatic,Hybrid,Saloon,"1,500 cc","4,200 km","Rs 42,500,000",No,
Honda,Vezel,Honda,2013,Automatic,Petrol,SUV / 4x4,"1,500 cc","109,000 km","Rs 970,000",Yes,
Hyundai,Sonata,Sonata GLS 16V,2000,Automatic,Diesel,Saloon,"2,200 cc","143,976 km","Rs 2,300,000",No,
Suzuki,Wagon R,Custom Z Brand-New,2024,Automatic,Hybrid,Hatchback,660 cc,0 km,"Rs 9,750,000",Yes,
Toyota,Aqua,Toyota Aqua S Grade,2014,Automatic,Hybrid,Hatchback,"1,500 cc","196,000 km","Rs 8,390,000",No,
Hyundai,Elantra,Elantra GLS 2011,2011,Tiptronic,Petrol,Saloon,"1,600 cc","135,000 km","Rs 6,990,000",Yes,
Toyota,Land Cruiser Sahara,100 Series,2000,Manual,Diesel,SUV / 4x4,"4,200 cc","250,000 km","Rs 19,750,000",Yes,
Honda,Vezel,Z Play,2025,Automatic,Hybrid,SUV / 4x4,"1,500 cc",0 km,"Rs 24,500,000",Yes,
MG,MG4 V Long Range,WITH AMOTRIZ BODYKIT,2024,Automatic,Electric,Hatchback,125 cc,0 km,"Rs 18,990,000",Yes,
Tesla,Model Y,LONG RANGE SUV,2024,Automatic,Electric,Station wagon,200 cc,0 km,"Rs 33,990,000",Yes,
Tesla,Model 3,HIGHLAND FACE LIFT,2024,Automatic,Electric,Saloon,200 cc,0 km,"Rs 33,990,000",Yes,
Tata,Xenon,2017,2017,Manual,Diesel,Saloon,160 cc,"35,000 km","Rs 2,800,000",Yes,
Toyota,Voxy,HYBRID S-Z,2024,Automatic,Hybrid,MPV,"1,800 cc","3,500 km","Rs 32,500,000",Yes,
Toyota,Premio,G SUPERIOR CBJ,2020,Automatic,Petrol,Saloon,"1,490 cc","69,500 km","Rs 19,250,000",Yes,
Toyota,Voxy,Hybrid S-Z,2025,Automatic,Hybrid,MPV,"1,800 cc",0 km,"Rs 32,500,000",Yes,
Honda,Vezel,Z Grade,2023,Automatic,Hybrid,SUV / 4x4,"1,500 cc","13,200 km","Rs 21,000,000",Yes,
Audi,A3,TFSI,2017,Tiptronic,Petrol,Hatchback,"1,000 cc","71,000 km","Rs 13,200,000",Yes,
BMW,520d,520d M SPORT,2013,Automatic,Diesel,Saloon,"2,000 cc","75,623 km","Rs 28,850,000",No,
Daihatsu,Charade,japan,1987,Manual,Petrol,Hatchback,"1,000 cc","81,204 km","Rs 1,100,000",Yes,
Hyundai,Santa Fe,Hyundai,2014,Automatic,Diesel,SUV / 4x4,"2,200 cc","67,000 km","Rs 15,750,000",Yes,
Honda,N-Box,N-Box Custom TURBO,2025,Automatic,Petrol,MPV,660 cc,0 km,"Rs 11,700,000",Yes,
BMW,520d,,2012,Automatic,Diesel,Saloon,"2,000 cc","49,000 km","Rs 21,990,000",Yes,
Dodge,Other Model,Raptor Premium Boost,2025,Automatic,Diesel,SUV / 4x4,"2,000 cc",30 km,"Rs 36,790,000",Yes,
Toyota,Raize,Hybrid 1200cc,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","29,000 km","Rs 14,950,000",Yes,
Perodua,Other Model,Viva Elite,2007,Automatic,Petrol,,"1,300 cc","192,000 km","Rs 4,700,000",Yes,
Toyota,Other Model,LC300,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",300 km,"Rs 91,000,000",Yes,
MG,ZS,MG,2019,Automatic,Petrol,SUV / 4x4,999 cc,"12,800 km","Rs 11,250,000",No,
Audi,Q2,Anniversary,2018,Automatic,Petrol,,"1,000 cc","74,000 km","Rs 15,500,000",Yes,
Toyota,Harrier,harrier,2002,Automatic,Petrol,SUV / 4x4,"2,400 cc","212,000 km","Rs 7,000,000",Yes,
Ford,Raptor Ranger,3L Petrol V6 Turbo,2025,Tiptronic,Petrol,SUV / 4x4,"3,000 cc","2,500 km","Rs 38,000,000",Yes,
Toyota,Other Model,LC300 ZX,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",400 km,"Rs 91,000,000",Yes,
Toyota,RAV4,Rav4 l,2002,Manual,Petrol,SUV / 4x4,"2,000 cc","190,000 km","Rs 5,200,000",Yes,
Toyota,Prius,Suv 30 S grade,2014,Automatic,Petrol,,"1,790 cc","240,000 km","Rs 11,600,000",Yes,
Fiat,Linea,2011,2011,Manual,Petrol,Saloon,"1,368 cc","115,000 km","Rs 3,100,000",Yes,
Suzuki,Alto,,2015,Manual,Petrol,Hatchback,800 cc,"89,000 km","Rs 3,975,000",Yes,
Toyota,Vitz,RS Turbo Manual,2000,Manual,Petrol,Hatchback,"1,500 cc","137,000 km","Rs 5,675,000",No,
Toyota,Premio,32000 KM,2016,Automatic,Petrol,Saloon,"1,500 cc","32,000 km","Rs 16,950,000",No,
Toyota,Land Cruiser Sahara,70TH ANNIVERSARY,2024,Tiptronic,Petrol,SUV / 4x4,"3,500 cc",5 km,"Rs 108,500,000",Yes,
Toyota,Corolla,,1980,Manual,Petrol,Saloon,"1,200 cc","60,000 km","Rs 920,000",Yes,
Toyota,Premio,G superior,2013,Automatic,Petrol,Saloon,"1,490 cc","207,312 km","Rs 12,500,000",No,
Toyota,Vitz,,2007,Automatic,Petrol,Hatchback,"1,000 cc","128,000 km","Rs 5,690,000",No,
BMW,330e,M Sport Plus,2016,Automatic,Hybrid,Saloon,"2,000 cc","70,000 km","Rs 23,500,000",Yes,
Toyota,Premio,,2013,Automatic,Petrol,Saloon,"1,500 cc","130,000 km","Rs 12,250,000",No,
Kia,Sportage,Clear white package,2011,Automatic,Petrol,SUV / 4x4,"2,000 cc","108,774 km","Rs 11,700,000",Yes,
Suzuki,Wagon R Stingray,,2024,Automatic,Hybrid,Hatchback,650 cc,"8,716 km","Rs 9,990,001",No,
Honda,CRV,HONDA CRV 2018,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","78,000 km","Rs 21,800,000",No,
BMW,X5,M Sport,2018,Automatic,Hybrid,SUV / 4x4,"2,000 cc","54,000 km","Rs 42,100,000",Yes,
Toyota,Land Cruiser Prado,250 Diesel 1st edit,2024,Tiptronic,Diesel,SUV / 4x4,"2,800 cc",0 km,"Rs 81,500,000",Yes,
Toyota,Land Cruiser Sahara,LC300,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",700 km,"Rs 91,000,000",Yes,
Ford,Mustang,EcoBoost Fastback,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 53,900,000",No,
Ford,Mustang,EcoBoost Fastback,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 53,900,000",No,
BMW,520d,(M sport Converted),2012,Automatic,Diesel,Saloon,"2,000 cc","173,000 km","Rs 26,500,000",Yes,
BMW,520d,520d M sport,2015,Automatic,Diesel,Saloon,"2,000 cc","103,000 km","Rs 30,500,000",Yes,
Honda,Grace,EX,2014,Automatic,Hybrid,Saloon,"1,500 cc","123,500 km","Rs 9,700,000",Yes,
Ford,Raptor Ranger,,2025,Automatic,Diesel,SUV / 4x4,"2,000 cc",0 km,"Rs 36,450,000",No,
Suzuki,Wagon R,Custom Zx,2024,Automatic,Hybrid,Hatchback,650 cc,"2,660 km","Rs 9,990,000",No,
Mercedes Benz,GLB,200 AMG Premium Plus,2024,Automatic,Hybrid,SUV / 4x4,"1,300 cc","13,966 km","Rs 39,500,000",No,
Suzuki,Wagon R Stingray,,2024,Automatic,Hybrid,Hatchback,650 cc,"8,716 km","Rs 9,990,000",No,
Toyota,Land Cruiser Prado,LC300,2024,Automatic,Diesel,SUV / 4x4,"3,500 cc","7,000 km","Rs 109,750,000",No,
Nissan,X-Trail,TIL Hybrid,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 34,000,000",Yes,
Honda,Grace,EX,2017,Automatic,Hybrid,Saloon,"1,500 cc","76,000 km","Rs 11,475,000",Yes,
Toyota,Raize,Z Hybrid 2024,2024,Automatic,Hybrid,SUV / 4x4,"1,200 cc",0 km,"Rs 17,350,000",Yes,
Mercedes Benz,CLA 180,AMG Premium Plus,2018,Automatic,Petrol,Saloon,"1,600 cc","47,000 km","Rs 20,790,000",Yes,
Suzuki,A-Star,Automatic,2012,Automatic,Petrol,Hatchback,"1,000 cc","173,000 km","Rs 4,330,000",Yes,
Suzuki,Swift,SWIFT RS TURBO 1.0,2017,Automatic,Petrol,Hatchback,"1,000 cc","85,000 km","Rs 8,790,000",Yes,
Mercedes Benz,C200,Premium plus,2018,Automatic,Petrol,Saloon,"1,500 cc","41,000 km","Rs 30,500,000",Yes,
Honda,Fit,GP 5 S Grade,2014,Tiptronic,Hybrid,Hatchback,"1,500 cc","61,000 km","Rs 8,800,000",Yes,
Mercedes Benz,CLA 200,2019,2019,Automatic,Petrol,Saloon,"1,300 cc","42,000 km","Rs 26,600,000",Yes,
Nissan,X-Trail,,2015,Automatic,Petrol,Station wagon,"1,990 cc","182,000 km","Rs 11,200,000",No,
Hyundai,Accent,Jet Black 2005,2005,Manual,Petrol,Saloon,"1,500 cc","168,000 km","Rs 2,590,000",Yes,
Toyota,Vitz,,2016,Automatic,Petrol,Hatchback,"1,000 cc","73,000 km","Rs 7,875,000",No,
Toyota,Starlet,,1988,Manual,Petrol,,"1,000 cc","150,000 km","Rs 1,300,000",No,
Ford,Mustang,EcoBoost Fastback.,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 53,900,000",No,
Ford,Mustang,ECO BOOST FAST BACK,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 62,500,000",Yes,
BYD,ATTO 3,BRAND NEW,2025,Automatic,Electric,Hatchback,100 cc,0 km,"Rs 20,000,000",No,
Mercedes Benz,E200,E200 Cabriolet 2018,2018,Tiptronic,Petrol,Convertible,"2,000 cc","12,500 km","Rs 42,500,000",Yes,
Toyota,Axio,X Grade,2010,Automatic,Petrol,Saloon,"1,500 cc","140,000 km","Rs 7,995,000",No,
Mazda,3,Mazda 3,2016,Automatic,Petrol,Saloon,"1,600 cc","107,000 km","Rs 13,500,000",Yes,
Toyota,Yaris,,2023,Automatic,Petrol,Hatchback,990 cc,"6,128 km","Rs 10,590,000",No,
Ford,Mustang,EcoBoost Fastback,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 53,900,000",No,
Toyota,Alphard,7 Seater Luxury Mpv,2011,Automatic,Hybrid,MPV,"2,400 cc","175,000 km","Rs 19,500,000",No,
Honda,CRV,,2007,Automatic,Petrol,SUV / 4x4,"2,400 cc","142,000 km","Rs 8,900,000",Yes,
Nissan,Bluebird,bluebird sylphy,2011,Automatic,Petrol,Saloon,"1,500 cc","140,000 km","Rs 6,750,000",No,
BMW,740d,SWB PURE DIESEL,2010,Automatic,Diesel,Saloon,"3,000 cc","90,000 km","Rs 26,500,000",Yes,
Suzuki,Swift,MZ,2023,Automatic,Hybrid,Hatchback,"1,200 cc",0 km,"Rs 13,700,000",Yes,
Jaguar,F-Pace,2019,2021,Automatic,Petrol,SUV / 4x4,"2,000 cc","7,200 km","Rs 41,000,000",Yes,
Toyota,Vellfire,Z premium,2024,Automatic,Hybrid,SUV / 4x4,"2,500 cc",900 km,"Rs 58,000,000",Yes,
Honda,CRV,2018,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","75,000 km","Rs 20,490,000",Yes,
Toyota,Axio,Hybrid,2014,Automatic,Petrol,Saloon,"1,499 cc","175,000 km","Rs 9,800,000",Yes,
Toyota,CHR,GT NERO 4WAY CAM,2023,Automatic,Petrol,Station wagon,"1,200 cc","4,000 km","Rs 18,990,000",Yes,
Kia,Sorento,,2013,Automatic,Diesel,SUV / 4x4,"2,200 cc","110,010 km","Rs 13,800,000",Yes,
Toyota,Hilux,,2009,Manual,Diesel,SUV / 4x4,"3,000 cc","300,000 km","Rs 7,950,000",Yes,
Ford,Raptor Ranger,Premium,2025,Automatic,Diesel,SUV / 4x4,"2,000 cc",0 km,"Rs 36,000,000",Yes,
Honda,Grace,EX Sensing 2018,2018,Automatic,Hybrid,Saloon,"1,500 cc","92,000 km","Rs 13,300,000",Yes,
Honda,Insight,ZE4 US Sensing 2019,2019,Automatic,Hybrid,Saloon,"1,500 cc","86,000 km","Rs 18,500,000",Yes,
Daihatsu,F50,Daihatsu F50 Jeep,1980,Manual,Diesel,SUV / 4x4,"2,530 cc","66,200 km","Rs 2,250,000",Yes,
Nissan,Patrol,,1985,Manual,Petrol,Saloon,"1,300 cc","175,082 km","Rs 950,000",Yes,
Nissan,Sunny,SGL,1983,Manual,Petrol,Saloon,"1,400 cc","160,000 km","Rs 785,000",Yes,
Honda,Civic,Honda Civic,2017,Automatic,Petrol,Hatchback,"1,000 cc","28,000 km","Rs 13,950,000",Yes,
Toyota,Land Cruiser Sahara,V8,2011,Automatic,Diesel,SUV / 4x4,"4,500 cc","61,000 km","Rs 59,850,000",Yes,
BMW,318i,M-Sport Limited Ed,2019,Tiptronic,Petrol,Saloon,"1,500 cc","35,000 km","Rs 27,990,000",Yes,
Land Rover,Range Rover Sport,P400e 2018,2018,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","61,000 km","Rs 61,500,000",Yes,
Toyota,Yaris,Ativ Premium Luxury,2025,Automatic,Petrol,Saloon,"1,200 cc",0 km,"Rs 19,700,000",Yes,
Hyundai,Sonata,,2000,Automatic,Petrol,,"1,997 cc","235,200 km","Rs 2,000,000",Yes,
Ford,Mustang,EcoBoost Fastback,2025,Automatic,Petrol,Coupé/Sports,"2,300 cc",0 km,"Rs 53,900,000",No,
BMW,318i,,2016,Automatic,Petrol,,"1,490 cc","62,000 km","Rs 22,000,000",Yes,
Nissan,Bluebird,Auto,1999,Automatic,Diesel,Saloon,"2,000 cc","180,000 km","Rs 3,200,000",No,
Kia,Sorento,1-20 Option,2015,Automatic,Diesel,SUV / 4x4,"2,200 cc","195,000 km","Rs 21,900,000",Yes,
Land Rover,Discovery,1994,1994,Manual,Diesel,SUV / 4x4,"2,500 cc","180,000 km","Rs 6,400,000",No,
Mercedes Benz,E250,White,2013,Tiptronic,Diesel,Saloon,"2,500 cc","80,000 km","Rs 25,000,000",Yes,
Nissan,Double cab,D21,1995,Manual,Diesel,,"1,663 cc","175,000 km","Rs 3,800,000",No,
Maruti Suzuki,WagonR,Full Option Manual,2004,Manual,Petrol,Hatchback,"1,000 cc","165,000 km","Rs 2,850,000",No,
Mazda,6,,2014,Automatic,Petrol,Saloon,"2,000 cc","102,050 km","Rs 14,700,000",Yes,
Land Rover,Range Rover,1.5 P300e Dynamic SE,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc","3,350 km","Rs 41,000,000",No,
Mitsubishi,Lancer,Wagon,1987,Manual,Petrol,Station wagon,"1,300 cc","159,878 km","Rs 1,000,000",Yes,
BMW,X1,Trim,2011,Automatic,Diesel,Hatchback,"2,000 cc","186,000 km","Rs 10,900,000",Yes,
Toyota,Axio,WXB,2017,Automatic,Hybrid,Saloon,"1,500 cc","116,800 km","Rs 13,000,000",Yes,
Toyota,Land Cruiser Prado,TRJ250 VX,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 65,400,000",Yes,
Mercedes Benz,C200,Premium Plus 2020,2020,Automatic,Petrol,Saloon,"1,500 cc","65,000 km","Rs 31,000,000",Yes,
Toyota,Premio,,2020,Automatic,Petrol,Saloon,"1,500 cc","93,000 km","Rs 18,500,000",Yes,
Toyota,Hilux,2015,2015,Manual,Diesel,SUV / 4x4,"2,800 cc","100,000 km","Rs 17,000,000",Yes,
Toyota,Raize,Z HYBRID A202A,2024,Automatic,Hybrid,Saloon,"1,200 cc",0 km,"Rs 17,550,000",Yes,
Suzuki,Wagon R,Wagon R Custom ZT,2023,Automatic,Petrol,Hatchback,660 cc,"2,000 km","Rs 9,775,000",Yes,
Mitsubishi,Lancer,1977,1977,Manual,Petrol,Station wagon,"1,400 cc","38,361 km","Rs 295,000",Yes,
Ssang Yong,Tivoli,2017,2017,Tiptronic,Diesel,SUV / 4x4,"1,600 cc","41,000 km","Rs 8,800,000",Yes,
Toyota,Raize,Z-Grade,2024,Automatic,Petrol,Station wagon,"1,000 cc","23,000 km","Rs 14,850,000",Yes,
Toyota,Carina,,1984,Manual,Petrol,Saloon,"1,450 cc","300,000 km","Rs 1,700,000",Yes,
Toyota,Corolla,Diesel CE 142,2011,Manual,Diesel,Saloon,"2,000 cc","92,225 km","Rs 9,000,000",Yes,
Audi,Q2,Full Option Auto,2017,Automatic,Petrol,SUV / 4x4,"1,000 cc","76,000 km","Rs 16,700,000",Yes,
Nissan,March,B2 11,1978,Manual,Petrol,Saloon,"1,200 cc","588,888 km","Rs 980,000",No,
Honda,Civic,,2018,Automatic,Petrol,Hatchback,"1,000 cc","64,500 km","Rs 12,950,000",Yes,
Mitsubishi,Outlander,Plug in Hybrid,2013,Automatic,Petrol,SUV / 4x4,"1,990 cc","119,000 km","Rs 14,790,000",Yes,
Suzuki,Alto,S Safety,2024,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 7,190,000",Yes,
Toyota,Passo,Passo safety unregis,2023,Automatic,Petrol,Hatchback,"1,000 cc","18,000 km","Rs 8,950,000",Yes,
Toyota,Corolla,Toyota,2003,Automatic,Petrol,Saloon,"1,600 cc","208,000 km","Rs 5,975,000",No,
Suzuki,Hustler,TOUGH WILD,2024,Automatic,Hybrid,,660 cc,0 km,"Rs 9,950,000",Yes,
Other brand,Other model,Rolls Royce Cullinan,2025,Automatic,Petrol,SUV / 4x4,"6,750 cc",22 km,"Rs 500,000,000",Yes,
Lexus,Other Model,LBX,2024,Tiptronic,Hybrid,SUV / 4x4,"1,500 cc","3,800 km","Rs 28,500,000",No,
Peugeot,508,Peugeot,2011,Automatic,Petrol,Saloon,"1,600 cc","101,000 km","Rs 13,500,000",Yes,
Tata,Nano,2012,2012,Manual,Petrol,,624 cc,"165,000 km","Rs 1,375,000",Yes,
Honda,CRV,7 Seater,2024,Automatic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 31,750,000",Yes,
Suzuki,Liana,Japan,2004,Manual,Petrol,Hatchback,"1,300 cc","162,000 km","Rs 3,325,000",Yes,
BMW,X1,F 48 M Sports - 18I,2016,Automatic,Petrol,SUV / 4x4,"1,500 cc","46,500 km","Rs 21,000,000",Yes,
Honda,Fit,L Grade,2014,Automatic,Petrol,Hatchback,"1,500 cc","148,749 km","Rs 8,150,000",No,
Other brand,Other model,Rolls-Royce Cullinan,2025,Automatic,Petrol,SUV / 4x4,"6,750 cc",0 km,"Rs 400,000,000",Yes,
Lamborghini,Other Model,Urus Performante,2025,Automatic,Petrol,SUV / 4x4,"4,000 cc",0 km,"Rs 270,000,000",Yes,
Honda,City,RS Turbo,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 15,000,000",No,
Toyota,Prius,Toyota prius,2013,Automatic,Petrol,Saloon,"1,800 cc","92,800 km","Rs 12,950,000",No,
Micro,Trend,Micro,2009,Manual,Petrol,Hatchback,"1,000 cc","49,000 km","Rs 1,250,000",Yes,
Hyundai,Matrix,2001,2001,Manual,Petrol,Hatchback,"1,500 cc","100,000 km","Rs 2,450,000",Yes,
Peugeot,407,,2007,Manual,Petrol,Saloon,"1,750 cc","153,999 km","Rs 5,300,000",Yes,
Nissan,Sunny,B210 Wagon,1977,Manual,Petrol,Station wagon,"1,700 cc","100,000 km","Rs 635,000",No,
Toyota,Hilux,Revo Rocco 2.8Di B/N,2025,Automatic,Diesel,SUV / 4x4,"2,800 cc",10 km,"Rs 28,500,000",Yes,
Toyota,Voxy,S-Z 7 Seater,2024,Automatic,Petrol,MPV,"1,800 cc","3,000 km","Rs 33,300,000",Yes,
Perodua,Kelisa,2004,2004,Automatic,Petrol,,"1,000 cc","100,000 km","Rs 3,475,000",No,
Land Rover,Discovery,Luxury HSC Dynamic,2018,Automatic,Diesel,SUV / 4x4,"2,000 cc","54,000 km","Rs 44,580,000",Yes,
Mercedes Benz,C200,AMG Premium Plus,2019,Automatic,Petrol,Saloon,"1,500 cc","28,000 km","Rs 29,800,000",No,
BMW,530e,M SPORT INDIVIDUAL,2017,Automatic,Petrol,Saloon,"2,000 cc","69,000 km","Rs 38,500,000",Yes,
Land Rover,Freelander,2,2013,Automatic,Diesel,SUV / 4x4,"2,200 cc","200,000 km","Rs 12,000,000",Yes,
Mahindra,KUV 100,SUV,2022,Manual,Petrol,SUV / 4x4,"1,198 cc","31,000 km","Rs 5,750,000",Yes,
Mercedes Benz,C250,Coupe AMG Line,2016,Automatic,Petrol,Coupé/Sports,"1,200 cc","50,725 km","Rs 28,500,000",Yes,
Mini,Cooper,,1959,Manual,Petrol,,"1,000 cc","330,000 km","Rs 1,450,000",Yes,
Mahindra,Bolero,,2016,Manual,Diesel,,"2,523 cc","79,000 km","Rs 3,000,000",Yes,
Suzuki,Wagon R Stingray,,2014,Automatic,Petrol,Station wagon,650 cc,"105,000 km","Rs 5,700,000",Yes,
Nissan,X-Trail,(Non Hybrid) Embassy,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","30,000 km","Rs 19,000,000",Yes,
Honda,CRV,Honda,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","74,000 km","Rs 22,500,000",Yes,
Nissan,Dayz,Safety,2020,Automatic,Petrol,,650 cc,"80,000 km","Rs 6,100,000",Yes,
Toyota,Land Cruiser Prado,LC250 VX 7 Seat B/NW,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",24 km,"Rs 67,000,000",Yes,
Honda,CRV,Fully Loaded,2019,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","48,000 km","Rs 22,500,000",Yes,
Nissan,Almera,TURBO VL CVT,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 14,500,000",Yes,
Toyota,Land Cruiser Prado,120 Deisel,2005,Manual,Diesel,SUV / 4x4,"3,000 cc","120,000 km","Rs 16,500,000",Yes,
Hyundai,Santa Fe,highest version,2013,Tiptronic,Diesel,SUV / 4x4,"2,200 cc","128,000 km","Rs 14,500,000",Yes,
Honda,CRV,VTi-L,2024,Automatic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 33,000,000",No,
Daihatsu,Charade,Charade,1989,Manual,Diesel,Hatchback,"1,000 cc","67,119 km","Rs 1,050,000",No,
Nissan,Sunny,N16 Super Saloon,2011,Automatic,Petrol,Saloon,"1,300 cc","130,000 km","Rs 5,890,000",Yes,
Mercedes Benz,GLB,2020,2020,Automatic,Petrol,Station wagon,"1,332 cc","23,500 km","Rs 36,000,000",Yes,
Other brand,Other model,1490cc,1996,Automatic,Petrol,Saloon,"1,490 cc","169,900 km","Rs 3,095,000",No,
Hyundai,Trajet,2000,2000,Automatic,Diesel,Station wagon,"1,990 cc","100,000 km","Rs 3,600,000",No,
Toyota,Axio,WXB,2017,Automatic,Petrol,,"1,500 cc","155,000 km","Rs 12,750,000",Yes,
Land Rover,Discovery,,1994,Automatic,Diesel,,"2,500 cc","149,000 km","Rs 8,000,000",Yes,
Mitsubishi,Montero,GLS,2015,Automatic,Diesel,SUV / 4x4,"3,200 cc","41,000 km","Rs 36,500,000",No,
Toyota,Land Cruiser Prado,250 Diesel 1st edit,2024,Tiptronic,Diesel,SUV / 4x4,"2,800 cc",0 km,"Rs 81,500,000",Yes,
Toyota,Premio,G Superior,2017,Automatic,Petrol,Saloon,"1,500 cc","112,000 km","Rs 16,300,000",Yes,
Mitsubishi,Montero,GLS,2015,Automatic,Diesel,SUV / 4x4,"3,200 cc","41,000 km","Rs 36,500,000",No,
Suzuki,Wagon R,Custom Z,2023,Automatic,Hybrid,,660 cc,"3,000 km","Rs 9,690,000",Yes,
Toyota,Yaris,X Grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","14,000 km","Rs 10,700,000",Yes,
Honda,Fit,GP5,2016,Automatic,Hybrid,Hatchback,"1,500 cc","139,000 km","Rs 8,990,000",No,
Mercedes Benz,E200,CGI Blue Efficiency,2010,Automatic,Petrol,Saloon,"1,800 cc","90,000 km","Rs 14,500,000",Yes,
Daihatsu,F50,SUV,1979,Manual,Diesel,SUV / 4x4,"2,530 cc","41,760 km","Rs 1,890,000",Yes,
Toyota,Prius,,2016,Automatic,Petrol,Saloon,"1,800 cc","48,000 km","Rs 16,500,000",Yes,
Toyota,Roomy,Custom G,2023,Automatic,Petrol,MPV,"1,000 cc",15 km,"Rs 11,500,000",Yes,
Toyota,Carina,TI My Road,1997,Automatic,Petrol,Saloon,"1,490 cc","188,000 km","Rs 4,585,000",No,
Toyota,Hilux,Double Cab GR Sport,2024,Automatic,Diesel,SUV / 4x4,"2,700 cc",80 km,"Rs 31,400,000",Yes,
Toyota,Yaris,X Safety,2023,Automatic,Petrol,Hatchback,"1,000 cc","40,350 km","Rs 10,295,000",Yes,
Toyota,Premio,G Superior,2012,Automatic,Petrol,Saloon,"1,500 cc","183,000 km","Rs 12,275,000",Yes,
Toyota,Land Cruiser Sahara,SAHARA V8,2007,Automatic,Petrol,SUV / 4x4,"4,600 cc","138,893 km","Rs 39,550,000",No,
Mercedes Benz,GLE 400,AMG Premium Plus B/N,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",5 km,"Rs 89,500,000",Yes,
Toyota,Esquire,Premium Highest SPC,2015,Automatic,Hybrid,MPV,"1,800 cc","120,000 km","Rs 19,750,000",Yes,
Toyota,Yaris,2025,2025,Automatic,Petrol,Hatchback,"1,000 cc",0 km,"Rs 8,800,000",No,
BMW,i4,MSport- G26 COUPE,2023,Automatic,Electric,Saloon,250 cc,"8,400 km","Rs 49,500,000",No,
Lamborghini,Other Model,Urus Performante,2024,Automatic,Petrol,SUV / 4x4,"3,996 cc",150 km,"Rs 350,000,000",Yes,
Other brand,Other model,Lotus Emira 1st EDN,2025,Automatic,Petrol,Coupé/Sports,"2,000 cc",0 km,"Rs 89,000,000",Yes,
Audi,e-tron,50 Quattro Q8 F/Load,2024,Automatic,Electric,SUV / 4x4,230 cc,0 km,"Rs 52,500,000",Yes,
Nissan,March,Full Option,2000,Manual,Petrol,Hatchback,"1,000 cc","130,000 km","Rs 3,295,000",No,
Toyota,Prius,2013,2013,Automatic,Petrol,Saloon,"1,800 cc","149,000 km","Rs 11,500,000",Yes,
Nissan,AD Wagon,1999,1999,Automatic,Petrol,Station wagon,"1,500 cc","275,000 km","Rs 2,750,000",Yes,
Toyota,Carina,AT150,1986,Manual,Petrol,Saloon,"1,450 cc","210,000 km","Rs 1,050,000",Yes,
Toyota,Aqua,G grade,2016,Automatic,Petrol,Saloon,"1,490 cc","112,000 km","Rs 9,700,000",Yes,
Toyota,Premio,32000 KM,2016,Automatic,Petrol,Saloon,"1,500 cc","32,000 km","Rs 16,950,000",No,
Suzuki,Wagon R FX,Safety Premium Brown,2024,Automatic,Petrol,Hatchback,660 cc,"3,769 km","Rs 8,190,000",Yes,
Toyota,Voxy,Noah 7 Seater Unreg,2024,Automatic,Petrol,MPV,"1,800 cc","4,900 km","Rs 29,800,000",Yes,
